Content,Author,Date Created,Last Changed
"chp getirse ""abd cia mossad ajanı orospu"" olacakken, akp getirdiği için ""ortok liyakat demessiniz"" denilerek övülen kişidir.rte'nin olduğu yerde fare boku kadar bile etkisi olmayacaktır. akplilerin abdden gelmiş bir kadından emir alıp laf dinleyeceğini fikir değiştireceğini düşünüyorsanız size elimdeki köprüleri gösterebilirim.",birbildigimyok,07.06.2023 15:30,16:31
"teorisyen değil pratisyen olduğu için ve pratiğini global ölçekli şirketlerde yapmış olduğu için başarılı olacaktırbu pozisyon için hiç kimseye ihtiyacı olmadığı için (davet edilerek) isteyerek bu göreve geldiği için başarılı olacaktırpolitik yönü olmadığı için onu geriye geçen ipler olmayacağından başarılı olacaktırbazı ulusal akademisyenlerin şahsıyla ilgili yorumları şaşırtıcıdır (neden o neden ben değil temalıdır) ve üzücüdür, üst düzey eğitime rağmen başarıyı takdir etmekte hala zorlanma olduğunu göstermekte ve umut kırmaktadırmevcut göstergeler 5 yıl sonra hem ülkemizin hem dünyanın bu ismi konuşacağına işaret etmektedir, hem de takdirle",turkish cypriot 36,07.06.2023 15:34,null
"ha ha iyne amerigadan biri, akıllanmayacak bu türkler",111111111111111111,07.06.2023 15:49,null
"başarılı olmasını tabii ki çok isterim, ama bu kadar şişirilmesini, zaten iyi olan cv'sinin yalan bilgilerle daha da köpürtülmesini anlayamıyorum.abla 82 doğumlu yazıyor, nasıl olduysa 8 senelik istanbul erkek lisesi'nden 15 yaşında mezun olup 97'de boğaziçi'ne girmiş. hadi diyelim yaşı yanlış yazılmış. peki princeton'da 1 senede phd tamamlamak nedir? 2001'de girdiği okuldan 2006'da çıkmış. büyük ihtimalle 2005'te master derecesine başvurmuş, böylece sanki 1 yılda phd bitirmiş gibi gözükmüş.belki bu bilgiler haber sitelerinin kendi bok yemeleridir bilemiyorum, o yüzden hakkını yemek istemem.ne olursa olsun kavcıoğlu ve nebati gibilerden sonra kendisi ve mehmet şimşek çok daha ümit veriyor.",linus,07.06.2023 15:52,17:38
"okudugu okullari kitaplari filan unutsun. sikisin merkezine geliyor. burada ekonominin kurallari yeniden yazilir.robert kolejmis, prinstin'da doktoraymis bunlari gecin. benim halkim bunlari yer mi? yemez.",acsr777,07.06.2023 15:53,08.06.2023 09:51
batan bankadaki mesuliyeti ne kadardır soru işareti ama belli ki amerikadan kaçıp tekrar bir çıkış hikayesi aramakta kendine. sanayicilere kredi alma abiiiii doyen kavcı ve ekibinden daha iyi olduğu kesin ama maalesef çok dayanabileceğine ihtimal vermiyorum.rte'nin fikirlerine tamamen zıt politika uygulayıp kahraman olarak amerika'nın yolunu tutacaktır tekrar. tabi orda anlatacağı hikayeleri de çok olacağı için kendisi adına win win durumu var. hayırlı olsun diyelim.,bu da boyle birsey,09.06.2023 02:10,02:23
"ajan yada dış gücün ta kendisi olma ihtimali olan kadın sonuçta amerikada eğitim görmüş ve çalışmış, akp öyle diyordu chp amerikada eğitim görüp ülkeye çağırılacağı açıklanan insanlar için. ben şuan ciddi şüpheliyim. fakat bu kadını bu ekonomide böyle bir iktidarda bu pozisyona getirmek, ne erdoğan'ın işi, ne akp kurmaylarının işi değil bence. onları aşıyor bu atama, her anlamda aşıyor.",rem1903,09.06.2023 02:12,null
nedense kalana da hortum takacak bir ismi var gibi,kolidiyaresi,09.06.2023 02:13,null
"çok sert faiz artışı yapacağını beklediğim merkez bankası başkanıdır, böyle kariyerli bir insan oraya kimsenin kuklası olmak için gelmez. ytd.",chwilfrydig,09.06.2023 02:16,null
ya oğlum siz mal misiniz ya. istedigi kadar iyi olsun sen oraya istersen fed baskanini koy batan gemi su almaya devam ediyor. kaptani degistirmenin ne faydasi var gemi batarken..,multidisipliner mandingo,09.06.2023 02:16,null
yerli lagarde.,habc210,09.06.2023 02:21,null
inanılmaz bir eğitime sahip kadın. bu su alan gemi hepimizin. umarım politkalarını özgürce uygulayabilir ve bir gece yarısı görevden alınmaz.,frances ha mi,09.06.2023 02:21,null
amerika'nın merkez bankasına atadığı komiser,terrifying,09.06.2023 02:25,null
"türkiye cumhuriyetinin recep tayyip erdoğan tarafından atanmış yeni merkez bankası başkanı.akp iktidarının son 10 yılının en üst düzey ataması olarak gözüküyor. akp iktidarının bürokratlarından çok zıt bir profile sahip, gelişmiş bir avrupa ülkesindeki bir iktidarda göreve gelmesini şaşırtıcı bulmayacağınız bir insan.erdoğan'a rağmen bu makama gelmesini ilginç ve çok riskli buluyorum. ismi ortaya atıldığından itibaren gecikmesi bende ''vazgeçmiş veya ikna edilememiş'' olduğu hissiyatını ortaya koymuştu.bütün kariyeri, eğitimi, verdiği röportajlar erdoğanın inandığı ekonomi politikasına inanmadığını gösteriyor, kendi bildiği politikaları takip edecekse en büyük engeli erdoğan olacak.erdoğanın yolundan gidecekse bütün kariyerini çöpe atıp itibar suikasti yaparak görevi bir noktada terk eder, arkasında on milyonlarca lanet okuyan insan bırakır.erdoğanın yolundan gitmez ve bir süre sonra görevden alınır yine büyük bir itibar ile anılır en azından doğru olanı her şeye rağmen takip ettiği için.yalnız bu iş tek kendisine bağlı değil, tüm bürokrasi ile uyum içinde çalışması lazım bu sırada o bürokrasinin en önemli ayaklarından birine erdoğan tekrardan şahap kavcıoğlu denilen türkiye tarihine en başarısız bürokratlardan biri olarak geçen kişiyi atadı. (bddk)işin özü gaye hanım ya tarih yazacak ya tarih olacak.bu arada ilginç bir detay mart 2023'de dünya gazetesinde yazmaya başlamış ondan öncesi yok muhtemelen seçimden önce hazırlanıyordu.",doganumut,09.06.2023 02:28,null
"doluşmuş yine hayatsızlar, bok atmak için bir yerlerini yırtıyorlar. bu sözlükteki yazarların sülalasini toplasak muhtemelen bu kadının eğitimine yine yaklaşamaz",dostum vladimir,09.06.2023 02:28,null
"gelirse güzel haber.bu arada merak etmeyin iddia edildiği gibi zekiyse, ki geçmişten günümüze başarıları bu konuda tereddüt bırakmıyor, istemediği şeyi yapmaz, çeker gider bu kadar başarılı bir iş insanı…",entropi versus enerji,02.06.2023 18:07,null
""" yerli ve milli "" dünya liderinin "" mehmet şimşek"" ile birlikte akil adamlar olarak bizi yönetmelerine izin verdiği kişilerden, müstakbel merkez bankası başkanı.ülkedeki atatürkçü, kalifiye, uluslararası bilinirlikte olan ekonomistlere karşı alerjisi var reisin.kim faşist acaba, biz mi, reis mi ?yazık oldu hakan kara ya..",olmasa da olurrrr,02.06.2023 18:22,null
umarım gelir ve bağımsız politika izlemesine izin verilir ama olabileceğine inanmak çok güç.,bu da benim nickim husnu bey,02.06.2023 18:31,null
"kariyere bak. gelsin de kendine yazık etmesin, malumunuz baştakinin teknokratlarla geçmişi şaibeli.t: idol.",usturuklu iguana,02.06.2023 18:33,null
tayyib'in ülkeyi düze çıkarmak istediğine gerçekten inanıyor musunuz lan? şaka gibisiniz amk. akp yıkım projesidir ancak yıkım ekibi getirir.,trtest,02.06.2023 18:38,null
en son batan frc'nin 7 ay eş ceo luğunu yapmış banka batmadan bikaç ay önce istifa etmiştir. daha öncesinde o bankada risk biriminin başındaydı ve risk yönetimi konusundaki zaafları banka batış sürecinde ayan beyan ortaya çıktı. wall street eşrafı arasında çok iyi anılmayan bir arkadaş olarak tcmbye yanlaması kendisi için gayet mantıklı. zira kariyerini ancak böyle kurtarabilir.tuvalet terliği de şahaptan iyidir tabiki ama tanımadığınız insanları da arşa çıkartmanıza gerek yok arkadaşlar.,yamaniko,02.06.2023 18:40,19:41
hafize hanım nas konusunda doktora yapmadiysa iki ay sürmez şutlanır.,popi tombalak,02.06.2023 18:42,null
"isimler üzerinde boşuna kavga etmeyin. kayıt dışı anormal yüksek bir ülkede ekonomi sihirbazi bile sistem ayarı yapamaz. ha, bak istiyorsanız kızılcık sopamla ben geleyim. kuyumculardan başlayayım örneğin.istemezsiniz.. lol.",hutku,02.06.2023 18:44,18:55
"yeni planı anlamayanlar bu ülkeye yeni gelmiş olmalı.“amerika’da ceo’luk yapan ekonomi uzmanı bile faiz düşürüyor, siz benim ekonomist bacımdan daha mı iyi bileceksiniz?” loading…“bunların derdi liyakat falan değil bunların derdi bağcıyı dövmek” loading…",lannister80,02.06.2023 18:55,18:57
"bu hanim kizimiz gelip faiz yukseltecekse biz neden 2 senedir bu enflasyona ve kura katlandik? neden rezervlerimiz eridi, neden gelecegimiz calindi?ben size olacaklari soyleyeyim; bunlar gelecek ortodoks gelenekci politika uygulayacaklar, piyasalar da sazan gibi bunu satin alacak, sonrasinda bir cuma gecesi ansizin bunlar affini isteyecek ve ulu reisimiz pazartesi cikip, bunlar faiz lobisine hizmet ediyor diyecek. ya senaryo hep belli arkadas. bizim gelecegimizi caliyorlar, bizi uyutuyorlar!",jackrabb1t,02.06.2023 18:56,null
kendisini ciddi ciddi hande yener'e benzeten bir tek ben olamam herhalde. tanım: yeni merkez bankası başkanı.,yesilisevensungerbob,09.06.2023 11:16,null
(bkz: nihali harcayacaklar matmazel),naletolsun,09.06.2023 11:17,null
"tayyip ile aynı cümlede kullanılıp onun hükümetinde görev almadan önce :""harika bir insan, gururumuz, bizi yurt dışında çok iyi temsil ediyor... ""sonra:"" abartıyorlar, hep eleştiriliyor zaten, hiçbişey değiştiremez, tam bir balon. """,fastmonk67,09.06.2023 11:20,null
merkez bankası özerk bir kurum haline gelmedigi müddetce kimin atadığının pek bir önemi yok. bu atanma kararına zannediyorum piyasalar tepki bile vermemistir.,pesimistcocuq,09.06.2023 11:22,null
bu kadına da çamur atıyorsanız size nebati müstehak *. amerikada her dönem onlarca banka batar onlarcası tekrar kurulur iflas o topraklarda burada olduğu gibi her şeyin sonu değil. en başarılı ekonomistleri 2002 krizini kendi elleriyle hazırladılar ve ders çıkarmasını bildiler. kaldı ki birini günah keçisi ilan edip tüm yükü omuzlarına atmakta en basit olanı kimse hiç bir yeri babasının çiftliği gibi yönetmiyor merak etmeyin. bu entry'i bazı şeylerin kaçınılmaz olduğunu ve önemli olanın niteliğe bakmak gerektiğinin anlaşılması için yazdım tanımı ve hanımefendinin hayatını üstte fazlasıyla belirtmişler zaten.,ahaber,09.06.2023 11:25,null
"doğru bir atamadır.iktidardan böyle güzel bir hamle beklemiyordum. alışmışız gölge bıyıklılara.başarısı ""erdoğan'dan bağımsız hareket edebilme"" durumuna göre değerlendirilmeli.bağımlı olursa bu ismin hiçbir önemi ve hatta hiçbir ismin hiçbir önemi olmayacaktır.",kdrbyrktr,09.06.2023 11:25,null
"herhangi biri ekonomi boka batmışken yurt dışına güven vermem ve para bulmam için falan getirse muhtemelen reddederim, konu mankeni miyim kardeşim ben?evet, tam olarak bu. 2-3 senedir izlenen saçma salak politikalar sonucu yurtdışından bakkal bile türkiyeye para bağlamıyor, şimşek ve bu hanımefendi vitrin mankeni gibi bakın biz burdayız, paralarınızı getirin, biz güvenceyiz falan diyecek yurtdışına. erdoğan'ın işi bitince de daha önce şimşek'e yaptığını yapacak, kürsüden dürüst olmamakla itham falan edecek, hikaye de böyle sonlanacak. sonra ver elini tekrar amerika.",amcq,09.06.2023 11:27,null
"seçimden önce perinçek tayfa atlantik vs avrasyacılar diye bişeyler çizmişti. yani avrasya diyorsanız rte, atlantik istiyorsanız kılıçdaroğlu.ingiliz vatandaşı ekonominin başına geldi, abdde okumuş, goldman sach ta müdürlük yapmış birini mb başkanı yaptılar, gölge cia strafor tr306 yı mitin başına getirdiler. memlekette tebaasını üten ütene.",electronica,09.06.2023 11:32,null
"bana tansu ciller'i hatirlatmistir. soyle bir profili olan bir insandan muthis bir ekonomi performansi bekliyorsunuz degil mi?:""arnavutköy amerikan kız koleji mezunu olan tansu çiller, 1967'de robert kolej yüksek okulunun (bugünkü adıyla boğaziçi üniversitesi) ekonomi bölümünü bitirdi. 1963'te özer uçuran'la evlendi. eşiyle birlikte abd'ye giden çiller new hampshire üniversitesinde yüksek lisans çalışmasını tamamladı (1969). doktorasını connecticut üniversitesinde verdi (1971), doktora üstü öğrenimini yale üniversitesinde devam ettirdi. 1971-73 arasında franklin & marshall college'da yardımcı profesör olarak çalıştı. 1974 ve 1975 yıllarında boğaziçi üniversitesi'nde asistan profesör olarak görev aldı. 1978 yılında doçent, 1983 yılında profesör oldu. tansu çiller'in ekonomi üzerine 9 yayını bulunmaktadır.""ama ne olmustu? turkiye tarihinin en berbat ekonomi yonetimini yapmisti ciller.bu da ciller gibi hicbir seye derman olamayacak.",varg,09.06.2023 11:38,11:39
"umarim yanilirim ama basarisiz olacagina ve gunun sonunda hain amerikan ajani ilan edilecegine adim gibi eminim.bakin biz degisiyoruz, artik seffaf ve rasyoneliz diyenler son 1 haftada neler yapti;1. enflasyonu hala dogru aciklamiyorlar. bu ulkede enflasyon %39 falan degil kimse bizim aklimizla alay etmesin. 2. kura hala mudahale ediyorlar ama bu konuyla alakali en ufak bir aciklama yapmiyorlar, biz analitik bilanco takip ediyoruz. ulkenin esnafi, ogrencisi bile dolari birakin tcmb'nin rezervlerini konusuyor, yazik. seffaf olacagiz diyenler ciksin, dolari tutmak icin kac milyar dolar sattiklarini halka anlatsinlar.3. faizi 19'dan alip 8.5'e indirmis, dolari 7'den alip 23'e cikarmis, enflasyonu 20'den alip 100'e cikarmis, rezervleri eksi 75 milyar dolara indirmis adami bddk baskani yapiyoruz! bankalarin idaresine getiriyoruz. 4. ekonomi bakani ingilizce twit atiyor (hayirdir?) diyor ki once ekip kuracagiz sonra plan yapacagiz. yani plan falan yok kervan yolda dizilir hesabi hele bir bakalim duruma gore. 5. erdogan cok soylem degistirmistir ama 20 yildir en net oldugu konu faiz konusudur. ayrica bu ulkede 20 yildir insaatcilar ne istediyse o oldu ve ekonomi kurumlarinin atamalari resmi gazetede goreceginiz uzere bu ulkede hala erdogan imzasiyla yapiliyor.bu cok buyuk bir risk, insaatcilar durgunluktan oturu birazcik baski yapsa, istihdam azalsa, issizlik biraz bas gosterse bir gece yarisi ansizin mehmet simsek ve gaye hanimin gorevden alinmayacaginin garantisi var mi?bu ulkenin ekonomisinin problemi ekonomik degildir.bu cumleyi tekrar tekrar okuyun bence. turkiye cumhuriyeti devletinin ekonomik sorunlarinin ekonomiyle en ufak bir alakasi yoktur.bu sorunlar tamamen siyasidir. o koltukta o kardesimiz oturdugu, tum yetkilerin de elinde oldugu surece de bu problemler ortadan kalkmayacaktir.",jackrabb1t,09.06.2023 11:40,11:44
imkansız diyor ve dolar zirilyoneri bu kadının bunların ağız kokusunu çekmeye geleceğine inananlara akıl fikir diliyorum.muhtemelen bu tayfadan senden benden daha fazla nefret ettiğine girmedim bile.,aldu,02.06.2023 20:20,null
"anadolu üniversitesi mezunu muhalif yazarların “sikktri ammuğa, bu garı bangayı batırmış” şeklinde nidalarla eleştirdikleri müstakbel tcmb başkanı.",calismiyorum calisir gibi yapiyorum,02.06.2023 20:29,null
first republic'ten üçüncü reich'e kariyer yolculuğu izlediği söylenen kişi.,enguzeldurumlerinkatilisinkanzuk,02.06.2023 20:33,null
ismi geçen bayanın bir önce ceo olduğu banka yanlış bilmiyorsam battı. özgür demirtaş'ın alıp gelelim dediği batık bankalardan biri. umarım iyi işler yapar merkez bankasında,lehtar25,02.06.2023 20:35,20:54
"first republic'in jpm tarafından satın alınmasından 17 ay önce (aralık 2021) bankadan istifa etmiş kişi. 3 ay filan diyen sallamatörlere bakmayın. kendisini o pozisyona getiren, bankanın 38 yıllık ceo'suydu. ve kendisi ayrıldıktan çok kısa süre sonra gaye erkan da ayrıldı. ft'nin haberine göre, bankanın üst yönetiminde anlaşmazlıklar vardı. kimisi diyor ki yabancı bir kadını çekemediler. o kısmı bilemem.bir de teknik not. tam ayrıldığı tarihte, güncel faiz 0.25 ve 1 yıl sonra beklenen fed faizi sadece 1.00 idi. bankada en ufak sorun yoktu, çok hızlı büyüyor ve para kazanıyordu. peki gerçekte 2023 ocak ayında faiz kaça çıktı? 4.50'ye! yani o ayrıldıktan sonra olan piyasa gelişmeleri (patlayan enflasyon, çatlayan fomc) bankayı bombaladı. kronolojiyi kafada oturtmadan sallamasyon geht nix.https://twitter.com/…tatus/1651968653888311300?s=19",507,02.06.2023 20:36,null
"ne kadar bağımsız olabilir ?nas var nass !"" tl'nin rızası var "" demeyecek mi neticede ?",kurekci ismail,02.06.2023 20:38,null
"türkiye’nin gerçekten önüne geçilemeyecek aşılamayacak bir ekonomi sıkıntısı yok. türkiye’nin meselesi ekonomi sıkıntısının gerçekte olduğu gibi kabul edilmemesi, edilse dahi yapılan tedavinin yanlış ve dayatma şeklinde olması. kanser hastası bir bireye siz gribal enfeksiyon tedavisi uygulamazsınız. ya da ne bileyim ayağı kırılan bir hastanın hiç bir doktor kolunu sarmaz. liyakat evet önemlidir, işinde profesyonel olan birileri elbette lazımdır.ancak ekonomi açısında meselemiz bizim liyakat meselesi değil. en en en iyi ekonomi profesörü bile gelse siz ona hayır benim dediğim şeyler olacak, ben ekonomi yasalarını kabul etmiyorum derseniz o adam ne yapabilir ? cevap hiç bir şey. bu süreçte istediğim şu umarım sayın cumhurbaşkanı ekonomi yasaları ile kavga etmenin ona bir fayda sağlayamayacağını, ekonominin problemlerinin kabul edilmesinin ve oyunun kuralına göre oynanmasının doğru olacağının farkına varır.yolun açık olsun gaye hanım. allah muvaffak eylesin.",kavgamagelsene,02.06.2023 20:43,null
"berat albayrak’ın çalışma ekibinden, kavcıoğlu gibi biri merkez bankası başkanı olacaktır at fava bekle.",sertboy16,02.06.2023 20:45,20:50
"gelirse mükemmel bir haber. günahım kadar erdoğan'ı sevmiyorum ama gelir ve 2-3 sene boyunca bağımsız çalışırsa hem hüdapar konusunda hem de liyakat konusunda bütün muhalefetin ağzını kapatacak bir adım olur. hatta diğer partileri takmadığını bile gösteriyor. ulan kılıçdar reis şu kadar liderlik edemiyorsun istifa et artık yaa..koskoca merkez bankasını bir kadına emanet etmek ister muhalif ol, ister başka başka bişey ol her türlü saygı duyulması gereken harekettir. not: kılıçdaroğlu istifa!",palora,02.06.2023 20:49,null
risk yönetimini düzgün yapamadığı için first republic bank'ın batmasının baş mimarlarından birisi olan bankacı.banka batmadan önce de istifa etmiş olması da bunu değiştirmiyor.zaten her global krizde gaye hanım gibilere kimse ne sorumluluk soruyor ne de bedel ödetiyor.global şirketlerde tepe yönetime çıkanlar özellikle bankacılık ve finans sektöründekiler işlerini iyi bildikleri ve iyi yapabildikleri için değil bazı şeyleri iyi perdeledikleri ve bunu çok iyi bir şeymiş gibi pazarlayabien kişilerin arasından seçilirler.ve bunu yaparken de yaptıkları şeylerin milyarlarca insanın hayatını ne yönde etkilyeceğini de kestirebilirler ve buna rağmen yaparlar. örneğin amerika'nın 2008 ve 2023 yılında yaşadığı krizler ve bu krizlerin sebepleri işte bu bankacılık ve finans sektörünün üst yönetimlerinin yaptıkları yüzündendir.çol merak eden gerçek olay ve kişilere dayanan big short filmini seyretsin.bu yüzden ben açıkçası kendisinin ülkenin ekonomisine bir yön çizmesi için getirildiğini değil ülkemizde 10 ay sonraki yerel seçime kadar ekonomiyi yüzderecek miktar kadar dolar 'ın türkiye'e verilmesi için gereken anlaşma şartlarından birisi olabileceğini düşüyorum.parayı veren düdüğü çalar. bazen de düdüğü başkasına çaldırır parayı veren.,rusen ali,02.06.2023 21:12,null
bu yaşta bu kadar hızlı yükseliş hayatın olağan akışına aykırı. yakında çıkar kokusu.,umudunu kaybetme,09.06.2023 07:40,null
oğluna kucakta araba sürdüren baba gibi bir durum var. cocuk direksiyonun başına geçince arabayi ben sürüyorum sanır ya gaye de işte o küçük çocuk. sanıyor ki bankayı o yönetecek,southofheaven,09.06.2023 07:43,null
"bana öyle geliyor ki reis, nas ile bas ile çin modeli ile faiz sebep enflasyon sonuç gibi ucube çıkarımlarla bu işin olmayacağını öğrendi ve bildiğiniz gibi yapın, ben karışmıyorum dedi. haydi insallah!",dutchmaster,09.06.2023 07:55,null
"kadın düşmanı, daha da ileri götüreyim. seküler kadın düşmanı bir hükümete gelmiştir.kızımız maşa olarak kullanılacaktır.ocakta ki kızgın ateşi tutma görevi verilmiştir.siyasi islam ve kötü kurnazlıklarıyla tüm pis işler kızımıza yaptıralacak, daha sonra ekonomiyi kurtaracak olan kızımıza, batırdın denilerek aşağılanarak kovulacaktır.yerine de kartal imam hatipli türbanlı bir vitrin kuklası atanacak ona övgüler düzülecektir.evet bu kadar iğrençlerat fava beklekızımıza tabii uyarılar gelecektir ama o vatan aşkıyla göreve talip olmaya devam edecektir.",onu oyle demezler peynir ekmek yemezler,09.06.2023 07:56,null
hafize: muhafazakarlık checkgaye: modernizm checkcv: küresel yaklaşımlar checkbu senaryo planlamacılara bayılıyorum ya.,harry goatleaf,09.06.2023 07:59,null
"merkez bankası başkanının yapacağı her şey zaten belli, türkiye'de de bu işi layıkıyla yapacak binlerce insan mevcut. ancak vitrin olarak dışarıya, özellikle de batı sermayesine, güven verebilmek için yine batıda belli bir kariyer seviyesine ulaşmış bir isim gerekiyordu, mehmet şimşek de bu kişiyi seçmiş. burada garipsenecek bir durum yok.ben bir kemalist olarak hazır para ekonomisine karşı bir insanım ancak akp'nin son 20 yılda izlediği ekonomik politikalar o kadar kötüydü ki ülke çıkmaz bir sokağa sürüklendi. bu sokaktan çıkmanın şu an başka bir yolu yok. dolayısıyla bu hamlenin ülkemizin mevcut şartlarında olumlu olduğunu düşünüyorum.",cokonemlidegilzaten,09.06.2023 08:02,08:03
kadının cv beni darmadağın etti. resmen taşı taşa sürtüp çıkan kıvılcıma şaşıran maymunlar gibi hissettim.,tbbtheory,09.06.2023 08:04,null
merkez bankası'nın ilk kadın başkanıdır. hep erkekler batırdı biraz da kadınlar batırsın.,sari gelinin ninesi,09.06.2023 08:09,null
kemal derviş'e amerikadan geldi diye etmediklerini bırakmayan siyasal islamcılar şimdi görüyorum ki sahip olduğu o iftiracı düşünce yapısının kurbanı olmuşlar. hafize gaye erkan iyi veya kötü demiyorum. kemal derviş'in ne suçu ne günahı vardı diye soruyorum.,debelehebele,09.06.2023 08:15,08:25
"olmaz, bu hamur bu mayayı kaldırmaz. sadece merkez bankasının ilk kadın başkanı olarak tarihteki yerini aldığı ile kalır.",navarre,09.06.2023 08:17,null
"her yerde 1982 doğumlu olduğu yazılan şahıs. iel mezunuymuş. ben de 1982 doğumluyum, bizim dönemde böyle birini tanıyan kimse yok.kendi linkedin sayfasında bile üniversiteye 1997'de girdiği yazıyor. 15 yaşında üniversiteye girmediyse 1982'de doğması imkansız. bizim liseden 18 değil 19 yaşında mezun olunuyor bir de.tüm internet papağan gibi bunu tekrarlamış, ben aksini söylemiş olayım. 1982 doğumlu değildir. eğer iel 1997 mezunuysa 1978 doğumlu olması lazım.",reklamspam,09.06.2023 09:02,11:26
"acaba çok merak ediyorum, ekonomiye atılan bu makyajlar işe yarayacak mı gaye hanımın haketmediğini söylemiyorum. ama ondan önce atanan 3-4 isme bakınca aslında bunun istekli bir atama olmadığı çok da belli değil mi? ayrıca bir soru boğaziçi ile bu kadar uğraştıktan sonra ülkenin en önemli ekonomi kurumlarından birinin başına bir boğaziçiliyi getiren imzayı atarken eller titredi mi titremedi mi?",purepain,09.06.2023 09:14,null
"first republic bank'te yöneticilik yaptığı dönemde senelik ortalama $8 million kazanmış yeni tcmb başkanı. bu figür total comp (maaş + bonus). hisselerinin ne kadarı vest etmiştir bilemeyeceğim tabii. yine de tcmb dolar rezervlerinden daha fazla dolara sahip olması şaşırtmaz, (bkz: güzel para kanka).frb halka açık bir şirket olduğu için sec'ye yöneticilerinin maaşlarını bildirmek zorundadır. gaye hanım'ın frb'deki maaşını proxy statement'lardan görebilirsiniz: https://ir.firstrepublic.com/filings",slib,09.06.2023 09:24,18.06.2023 05:39
"cv si çok iyi.peki:düzen bu hale gelmese belki benim - senin cv'nde böyle olacaktı. bu aklına geliyor mu hiç?ps: türkiye'de uluslararası dergide yayın ""sayı"" şartını tutturmak gerekiyor. sayı tutturmak için yayına 2000 isviçre frangı lazım. borç verebilecek olan var mı?",lifeisaproject,09.06.2023 09:30,null
"yazılan yorumları okuyunca ülkenin durumu çok daha güzel anlaşılıyor.ülkede sistemin, düşüncenin ve politikanın sağlamlığı yerine şahıslar ön plana çıkıyor. şu gelip kurtaracak, şu bizi saplandığımız bok çukurundan çıkaracak, şu bizi düzlüğe çıkarak falan filan. hep şahıslar, hep birilerinin isimleri.bu ülke son 20 yıldır böyle maalesef. şahsına başarılar dilerim ama bu kafa ve mantaliteyle hiçbir şey düzelmez.",kolesistokinin,09.06.2023 09:36,09:37
(bkz: faize gaye erkan),terbiyesiz hayvan,09.06.2023 09:41,null
kendisi hakkında hiçbir bilgiye sahip değilim. gördüğüm bütün fotoğrafları yapay zeka elinden çıkmış gibi duruyor. sanki midjourney'de promptla yaratılmış ve chatgpt'de kendisine bir cv meydana getirilmiş bir karakter izlenimi verdi.,coyg,09.06.2023 09:49,null
"kanal istanbul kıyısından kupon arazi mi verdiler, ne verdiler de ikna ettiler çok merak konusu. her ne kadar first republic bankteki mevzulardan ötürü adına kara çalınmış olsa da yine de hayli iyi bir kariyeri olan ve abd'de bir şekilde hayatına tıkırında devam edebilecek bir kadının böylesine içi boşaltılmış bir merkez bankasının guvernörü olmayı ve erdoğan gibi tcmb başkanlarıyla ilişkileri konusunda çok sabıkalı biriyle çalışmayı kabul etmesi pek akıl alır şey değil. risk çok fazla, görevin prestijinin verdiği salt getiri riski karşılamıyor görünüyor eğer ki başka türlü bir büyük havuç yoksaedit: şöyle bir durum varmış https://twitter.com/…gil/status/1667146192369643521bununla alakalı haller olabilir belki",issa,09.06.2023 10:03,19:13
"82 doğumlu değildir. boğaziçi ıe 2005 mezunu bir sürü arkadaşım var, 82-83 doğumlu. hiçbiri onu tanımadığına göre en az 2-3 dönem üstleri olmalı, yani en az 80li. hatta taylan yıldız geçen tweet atıp sınıf arkadaşı olduğunu söyledi, t.y. 78li bildiğim kadarıyla. gaye hanım da öyle (veya 79lu) olmalı.yaş mevzusuna neden bu kadar takılıyorsun, ha 78 ha 82 derseniz, komik de ondan :) yahu ne gerek var? hadi eğlence sektöründe olsa anlarım (87li bir oyuncu arkadaşım var mesela, ajans kaydında 93lü olduğu yazıyor :) e çünkü 36 yaşındaki kadın yaşlandı diye rol gelmiyor anasını satiym) ama politikacısın sen, 43-44 yaş da gayet genç sayılır ablacım :)) kendi mi yapıyor yoksa o şekilde mi servis edilmek isteniyor bilmiyorum ama çok genç çok başarılı bir wonderkid gibi gösterilmeye çalışılıyor. kariyeri çok başarılı olabilir ama mühim olan kararlarında ne kadar bağımsız davranabileceği olacak.edit: aklıma geldi, sınıf atlatılmış olabilir mi? yabancı ülkelerde çok görürüz, dâhi çocuk 15 yaşında üniversiteden mezun oldu vs. gibi haberleri. ama bizde o kadar sınıf atlamaya izin verilmiyor diye biliyorum; en fazla 1-2 yıl. hatta ilkokula başlarken kendi yaşıtlarım arasında bile küçük olduğum gerekçesiyle bana 2. sınıftan başlama izni vermemişlerdi... bilemiyorum. neyse, enough with the age discussion, ben rte'nin olduğu herhangi bir ortamda insanların böyle önemli pozisyonları kabul etme motivasyonunu anlayamıyorum esasen: zaten bildiğini yapmana izin vermeyecekler; sonra işler kötü gidince de ihale sana kalacak... bu filmi çok kereler gördük. yine de başarılı ve zeki insanları ikna edebiliyor olmaları bence çok çok enteresan...",sarmasik gozlu kiz,09.06.2023 10:04,11:58
"esasen çok başarılı bir geçmişi olan kadın ama tcmb başkanı olacağı dillenene kadar hakkında birkaç entry girilmiş sadece. ben yeni tanıdım, okudum, gerçekten liyakat sahibi biri.umuyorum ki güzel kararlar ve icraatlar ile melez bankasını toparlar, bu mümkün mü bilmiyorum ama hayırlısı.hükümeti sevmem ama güzel bir şey yapıldığında desteklemek lazım, bırakın işini yapsın madem.",uweyk,09.06.2023 10:31,null
